lemma,lemma_freq,n_surface_forms,surface_forms,fobs_rank,fobs_bin
hyacinth,70512,1,hyacinth,1607,10
dubiously,68711,1,dubiously,1608,10
ravage,68248,1,ravaging,1609,10
encouragingly,68162,1,encouragingly,1610,10
fashionably,62603,1,fashionably,1611,10
whiz,60669,1,whizzing,1612,10
birch,59919,1,birches,1613,10
delusion,57729,1,delusions,1614,10
semper,54537,1,semper,1615,10
deathbed,54187,1,deathbed,1616,10
chicanery,52872,1,chicanery,1617,10
sunbeam,51352,1,sunbeams,1618,10
hideandseek,49865,1,hideandseek,1619,10
loquacious,49783,1,loquacious,1620,10
spatter,46990,1,spatter,1621,10
shrilly,45559,1,shrilly,1622,10
ninetythree,45012,1,ninetythree,1623,10
noontime,43965,1,noontime,1624,10
dejectedly,43180,1,dejectedly,1625,10
beast,42999,1,beasts,1626,10
wallowed,41412,1,wallowed,1627,10
clack,38495,1,clacking,1628,10
ninetyseven,37013,1,ninetyseven,1629,10
joseph,34246,1,josephs,1630,10
quickwitted,34006,1,quickwitted,1631,10
hoax,33648,1,hoaxes,1632,10
coot,32122,1,coot,1633,10
bluebird,31738,1,bluebird,1634,10
daylight,26738,1,daylights,1635,10
counterargument,26349,1,counterargument,1636,10
despondently,23973,1,despondently,1637,10
wasnt,15985,1,wasnt,1638,10
madefortv,15306,1,madefortv,1639,10
mackays,12784,1,mackays,1640,10
havent,12522,1,havent,1641,10
extraterrestrial,11044,1,extraterrestrial,1642,10
unembellished,9697,1,unembellished,1643,10
passersby,7977,1,passersby,1644,10
gelid,5523,1,gelid,1645,10
bleeped,5476,1,bleeped,1646,10
resell,4864,1,resell,1647,10
jenny,4296,1,jennies,1648,10
longbearded,3517,1,longbearded,1649,10
hasten,2541,1,hastened,1650,10
ufologists,1746,1,ufologists,1651,10
pflock,1263,1,pflock,1652,10
candlelike,776,1,candlelike,1653,10
proufo,220,1,proufo,1654,10
onecolored,216,1,onecolored,1655,10
seventwelve,188,1,seventwelve,1656,10
marshmallowlike,150,1,marshmallowlike,1657,10
violetten,75,1,violetten,1658,10
gonna,74,1,gonna,1659,10
